trip_id,transport_type,origin_station,destination_station,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,peak_hour
T00842,Bus,Station_27,Station_50,24.0,Snow,3.8099999999999987,50.38,6.07,15.47,Concert,0
T00843,Tram,Station_46,Station_47,3.0,Cloudy,22.01,61.08,23.08,2.02,No Event,0
T00844,Bus,Station_8,Station_11,20.0,Snow,15.579999999999998,63.06,17.89,14.17,No Event,0
T00845,Bus,Station_46,Station_19,29.0,Snow,3.9200000000000017,50.1,9.85,13.96,Festival,0
T00846,Train,Station_42,Station_35,10.0,Snow,1.3200000000000003,47.15,7.85,16.06,Concert,0
T00847,Train,Station_17,Station_39,8.0,Snow,2.460000000000001,44.14,6.34,17.0,No Event,0
T00848,Tram,Station_9,Station_26,6.0,Fog,19.39,38.79,19.49,1.56,No Event,0
T00849,Train,Station_6,Station_46,4.0,Fog,22.78,43.96,21.97,2.35,No Event,0
T00850,Tram,Station_43,Station_14,2.0,Rain,21.21,42.17,8.16,,Sports,0
T00851,Train,Station_25,Station_45,0.0,Fog,24.74,48.27,20.41,2.06,Protest,0
T00852,Bus,Station_39,Station_44,18.0,Cloudy,,58.72,,1.82,No Event,0
T00853,Tram,Station_49,Station_24,-1.0,Fog,24.42,48.63,17.87,1.62,No Event,0
T00854,Tram,Station_28,Station_41,1.0,Cloudy,26.89,46.82,25.68,1.77,No Event,0
T00855,Bus,Station_33,Station_1,1.0,Clear,19.26,,14.43,1.79,No Event,0
T00856,Tram,Station_37,Station_43,8.0,Fog,26.73,55.14,12.41,2.08,Sports,0
T00857,Tram,Station_9,Station_22,3.0,Cloudy,8.74,48.69,11.72,2.26,No Event,0
T00858,Train,Station_18,Station_23,0.0,Snow,4.710000000000001,42.12,10.61,13.06,No Event,0
T00859,Tram,Station_21,Station_19,14.0,Storm,8.61,58.09,48.47,32.37,No Event,0
T00860,Metro,Station_2,Station_18,6.0,Snow,9.619999999999997,45.08,7.65,14.93,No Event,0
T00861,Bus,Station_43,Station_12,13.0,Rain,18.71,52.91,15.16,7.42,No Event,0
T00862,Train,Station_38,Station_28,8.0,Cloudy,,53.58,7.61,2.2,Festival,0
T00863,Train,Station_40,Station_28,9.0,Snow,5.5,43.4,22.38,14.18,Sports,0
T00864,Metro,Station_36,Station_33,-4.0,Fog,28.29,57.11,10.2,,No Event,0
T00865,Bus,Station_50,Station_19,11.0,Fog,27.95,52.24,10.48,1.92,Sports,0
T00866,Bus,Station_43,Station_28,21.0,Clear,21.04,49.83,12.57,1.96,Concert,0
T00867,Train,Station_37,Station_49,13.0,Storm,6.390000000000001,51.46,38.21,,No Event,0
T00868,Tram,Station_15,Station_37,-6.0,Cloudy,28.33,50.08,16.16,1.49,No Event,0
T00869,Train,Station_28,Station_26,5.0,Snow,-10.09,52.39,1.28,14.0,No Event,0
T00870,Bus,Station_18,Station_35,27.0,Storm,12.45,59.1,49.870000000000005,10.77,No Event,0
T00871,Metro,Station_34,Station_34,-5.0,Clear,26.21,63.04,14.74,1.64,Protest,0
T00872,Train,Station_22,Station_35,-2.0,Rain,22.49,60.3,15.66,5.02,No Event,0
T00873,Bus,Station_11,Station_40,41.0,Storm,7.43,59.44,42.28,15.19,Festival,0
T00874,Train,Station_13,Station_16,1.0,Clear,29.79,53.36,5.75,2.4,Sports,0
T00875,Tram,Station_4,Station_38,2.0,Cloudy,22.25,52.79,15.76,2.29,No Event,0
T00876,Train,Station_22,Station_13,24.0,Rain,14.98,,18.21,6.74,Protest,1
T00877,Train,Station_7,Station_23,2.0,Fog,26.83,48.36,12.27,2.26,No Event,1
T00878,Bus,Station_43,Station_22,21.0,Clear,25.08,49.48,17.53,1.75,No Event,1
T00879,Bus,Station_24,Station_16,38.0,Fog,25.77,56.23,20.0,1.87,Concert,1
T00880,Bus,Station_4,Station_28,1.0,Rain,27.479999999999997,49.47,18.26,15.09,No Event,0
T00881,Train,Station_28,Station_48,1.0,Clear,26.79,49.49,15.72,1.62,No Event,0
T00882,Tram,Station_15,Station_35,1.0,Clear,17.88,45.95,12.51,1.86,Concert,0
T00883,Metro,Station_1,Station_45,5.0,Rain,24.47,54.87,10.14,1.34,Festival,0
T00884,Metro,Station_3,Station_46,-6.0,Cloudy,27.99,61.26,24.49,2.56,No Event,0
T00885,Bus,Station_14,Station_8,6.0,Clear,32.09,52.92,17.91,2.0,No Event,0
T00886,Bus,Station_38,Station_44,28.0,Rain,20.98,52.15,12.58,-0.31000000000000005,No Event,0
T00887,Train,Station_50,Station_22,19.0,Storm,13.620000000000001,56.57,40.61,13.0,Concert,0
T00888,Metro,Station_1,Station_21,0.0,Fog,22.5,,15.2,1.53,No Event,0
T00889,Bus,Station_38,Station_26,16.0,Clear,19.35,52.36,12.06,2.18,Festival,0
T00890,Tram,Station_38,Station_40,11.0,Storm,12.86,41.88,39.55,14.65,Concert,0
T00891,Tram,Station_21,Station_21,1.0,Clear,28.77,52.51,17.85,2.1,Concert,0
T00892,Bus,Station_48,Station_25,25.0,Cloudy,25.72,56.64,12.94,1.81,Festival,0
T00893,Bus,Station_29,Station_41,31.0,Rain,18.1,61.01,12.88,8.01,Festival,0
T00894,Metro,Station_5,Station_1,-3.0,Clear,,47.97,15.27,2.08,No Event,0
T00895,Metro,Station_49,Station_6,3.0,Rain,15.379999999999999,64.02,,2.87,No Event,0
T00896,Train,Station_10,Station_23,16.0,Snow,0.8000000000000007,51.68,12.39,14.14,Sports,0
T00897,Metro,Station_28,Station_23,8.0,Clear,28.02,44.78,,2.15,Parade,0
T00898,Tram,Station_21,Station_43,5.0,Cloudy,13.38,50.39,19.89,1.96,Concert,0
T00899,Tram,Station_50,Station_43,-3.0,Cloudy,28.72,55.96,13.52,2.49,No Event,0
T00900,Bus,Station_7,Station_23,33.0,Storm,8.98,54.34,,16.19,Concert,0
T00901,Metro,Station_3,Station_32,-4.0,Cloudy,25.46,,16.53,1.59,No Event,0
T00902,Train,Station_45,Station_30,10.0,Rain,29.08,54.98,11.77,2.01,Parade,0
T00903,Tram,Station_47,Station_13,24.0,Snow,1.5799999999999983,49.75,13.15,16.12,No Event,0
T00904,Tram,Station_20,Station_43,10.0,Cloudy,34.31,51.67,11.63,1.84,Festival,0
T00905,Train,Station_19,Station_18,-2.0,Clear,21.7,57.92,15.44,2.53,No Event,0
T00906,Train,Station_35,Station_23,6.0,Cloudy,18.91,48.29,17.49,1.92,Festival,0
T00907,Tram,Station_4,Station_15,4.0,Snow,7.920000000000002,47.21,13.83,,No Event,0
T00908,Tram,Station_5,Station_33,7.0,Rain,15.190000000000001,48.24,,2.41,Sports,0
T00909,Train,Station_1,Station_21,8.0,Clear,26.49,44.37,12.17,2.26,Parade,0
T00910,Tram,Station_4,Station_39,20.0,Storm,15.530000000000001,48.06,43.45,,Concert,0
T00911,Bus,Station_12,Station_23,41.0,Storm,0.8099999999999987,57.01,39.75,,Concert,0
T00912,Bus,Station_27,Station_27,4.0,Storm,6.670000000000002,55.42,45.59,15.129999999999999,No Event,0
T00913,Train,Station_42,Station_45,-4.0,Clear,19.69,51.34,7.03,1.93,No Event,0
T00914,Metro,Station_23,Station_44,24.0,Storm,8.96,43.09,42.41,27.52,Festival,0
T00915,Train,Station_25,Station_18,2.0,Cloudy,22.61,52.28,19.4,2.0,No Event,0
T00916,Train,Station_21,Station_24,-4.0,Clear,17.46,49.65,15.35,1.98,Sports,1
T00917,Metro,Station_24,Station_47,10.0,Clear,18.29,44.23,14.2,1.81,Concert,1
T00918,Metro,Station_25,Station_40,10.0,Clear,18.46,65.25,20.21,2.55,No Event,1
T00919,Metro,Station_45,Station_42,5.0,Fog,23.73,59.36,14.97,2.02,No Event,1
T00920,Bus,Station_46,Station_7,37.0,Rain,8.55,57.71,15.0,4.13,No Event,0
T00921,Tram,Station_32,Station_50,2.0,Fog,28.56,55.47,14.3,2.01,No Event,0
T00922,Bus,Station_32,Station_48,9.0,Fog,18.17,54.07,11.68,1.84,Festival,0
T00923,Tram,Station_5,Station_20,8.0,Fog,25.73,57.12,25.03,2.5,Sports,0
T00924,Bus,Station_36,Station_27,16.0,Rain,19.37,56.35,16.72,8.25,No Event,0
T00925,Tram,Station_46,Station_6,3.0,Fog,31.45,50.43,15.79,1.66,No Event,0
T00926,Bus,Station_42,Station_27,42.0,Storm,16.86,54.08,45.129999999999995,19.19,Concert,0
T00927,Metro,Station_49,Station_9,0.0,Clear,21.61,50.53,18.53,2.25,No Event,0
T00928,Train,Station_42,Station_45,-1.0,Clear,25.5,52.3,11.81,2.04,No Event,0
T00929,Bus,Station_39,Station_31,-8.0,Cloudy,36.04,49.43,15.79,2.58,No Event,0
T00930,Tram,Station_16,Station_21,18.0,Snow,1.0799999999999983,40.68,20.89,14.08,Festival,0
T00931,Metro,Station_33,Station_26,18.0,Storm,17.04,59.59,54.5,9.52,No Event,0
T00932,Bus,Station_49,Station_40,18.0,Rain,18.67,47.07,15.24,6.529999999999999,No Event,0
T00933,Bus,Station_21,Station_48,18.0,Snow,2.3000000000000007,55.09,13.19,16.93,Parade,0
T00934,Metro,Station_9,Station_45,10.0,Clear,24.83,57.77,5.89,2.09,No Event,0
T00935,Bus,Station_6,Station_13,15.0,Fog,23.74,58.27,12.93,2.1,Festival,0
T00936,Train,Station_45,Station_49,-6.0,Cloudy,22.19,,13.27,1.51,No Event,0
T00937,Bus,Station_35,Station_23,21.0,Cloudy,16.14,46.79,20.97,1.74,No Event,0
T00938,Train,Station_39,Station_20,2.0,Clear,22.07,45.92,17.04,2.03,No Event,0
T00939,Train,Station_22,Station_37,8.0,Storm,8.670000000000002,60.49,52.83,20.68,No Event,0
T00940,Metro,Station_41,Station_28,9.0,Snow,3.039999999999999,49.38,11.71,14.66,No Event,0
T00941,Bus,Station_5,Station_17,5.0,Cloudy,15.5,47.47,13.39,1.87,No Event,0
T00942,Metro,Station_42,Station_28,-2.0,Clear,22.45,51.91,15.57,1.89,No Event,0
T00943,Bus,Station_23,Station_41,27.0,Storm,22.88,57.81,,21.0,No Event,0
T00944,Bus,Station_17,Station_2,2.0,Clear,29.91,46.34,11.82,2.36,Concert,0
T00945,Tram,Station_12,Station_25,-6.0,Clear,26.33,61.84,15.25,1.85,Protest,0
T00946,Bus,Station_23,Station_50,27.0,Storm,22.28,47.77,45.83,26.82,Festival,0
T00947,Metro,Station_16,Station_41,6.0,Storm,24.14,38.52,50.8,17.91,No Event,0
T00948,Train,Station_3,Station_6,28.0,Storm,10.620000000000001,54.52,52.42,17.88,Festival,0
T00949,Bus,Station_30,Station_11,12.0,Clear,22.71,46.98,21.74,2.08,No Event,0
T00950,Tram,Station_22,Station_38,-3.0,Cloudy,18.9,61.26,19.63,2.12,No Event,0
T00951,Metro,Station_9,Station_6,3.0,Rain,26.01,59.94,17.08,4.98,No Event,0
T00952,Bus,Station_29,Station_45,26.0,Rain,27.28,67.07,12.89,8.97,Sports,0
T00953,Metro,Station_47,Station_11,4.0,Clear,21.36,50.34,10.22,1.62,Festival,0
T00954,Tram,Station_37,Station_14,4.0,Clear,19.76,48.4,16.26,1.39,Concert,0
T00955,Tram,Station_23,Station_2,-5.0,Cloudy,31.380000000000003,46.58,16.04,1.89,No Event,0
T00956,Metro,Station_13,Station_40,18.0,Storm,5.329999999999998,47.07,47.34,20.05,Concert,0
T00957,Bus,Station_32,Station_3,9.0,Clear,20.97,55.39,20.05,2.11,No Event,0
T00958,Train,Station_46,Station_35,-4.0,Fog,28.18,56.9,16.01,2.19,No Event,0
T00959,Tram,Station_47,Station_33,12.0,Storm,18.78,48.41,49.83,9.8,No Event,0
T00960,Bus,Station_48,Station_24,25.0,Clear,28.09,53.46,19.21,2.37,No Event,0
T00961,Bus,Station_23,Station_19,3.0,Fog,26.5,53.68,17.52,2.21,No Event,0
T00962,Train,Station_45,Station_18,6.0,Snow,-3.8000000000000007,55.34,11.5,15.19,Sports,0
T00963,Tram,Station_17,Station_49,-2.0,Cloudy,19.47,48.53,9.14,2.23,No Event,0
T00964,Tram,Station_40,Station_24,-5.0,Fog,31.63,52.21,13.5,,No Event,0
T00965,Bus,Station_21,Station_45,-10.0,Clear,27.31,56.66,14.27,1.75,No Event,0
T00966,Bus,Station_2,Station_35,30.0,Rain,10.48,57.94,14.91,7.64,Parade,0
T00967,Train,Station_37,Station_1,-1.0,Clear,,52.49,11.7,2.72,No Event,0
T00968,Train,Station_6,Station_36,1.0,Rain,21.09,56.31,24.3,6.87,No Event,0
T00969,Tram,Station_44,Station_25,-7.0,Cloudy,21.34,61.71,7.62,2.07,No Event,0
T00970,Metro,Station_18,Station_45,2.0,Cloudy,30.939999999999998,56.21,17.27,1.78,Concert,0
T00971,Tram,Station_30,Station_49,9.0,Storm,14.71,43.94,45.94,12.09,No Event,0
T00972,Bus,Station_22,Station_43,24.0,Storm,15.55,,36.12,12.97,No Event,1
T00973,Tram,Station_33,Station_34,7.0,Rain,20.73,48.62,13.73,3.91,No Event,1
T00974,Metro,Station_30,Station_25,15.0,Rain,13.52,54.58,10.9,9.1,No Event,1
T00975,Train,Station_17,Station_16,7.0,Cloudy,18.57,50.94,18.03,1.85,No Event,1
T00976,Metro,Station_43,Station_34,-5.0,Fog,23.48,53.55,24.54,2.03,Concert,0
T00977,Metro,Station_32,Station_29,12.0,Rain,14.82,51.33,13.67,1.83,Festival,0
T00978,Metro,Station_42,Station_19,5.0,Rain,,62.21,18.65,1.65,Festival,0
T00979,Train,Station_14,Station_23,-2.0,Fog,19.9,55.93,12.71,1.95,Concert,0
T00980,Metro,Station_10,Station_19,16.0,Storm,17.85,52.59,49.49,25.79,No Event,0
T00981,Metro,Station_47,Station_25,21.0,Storm,14.61,45.21,56.03,17.03,Protest,0
T00982,Metro,Station_36,Station_16,-2.0,Rain,19.32,55.17,21.9,,Protest,0
T00983,Bus,Station_34,Station_9,25.0,Storm,10.260000000000002,,44.15,23.82,Protest,0
T00984,Metro,Station_9,Station_1,18.0,Storm,4.83,58.62,38.99,27.53,No Event,0
T00985,Train,Station_42,Station_42,5.0,Snow,14.840000000000003,55.59,11.95,14.45,No Event,0
T00986,Metro,Station_28,Station_19,24.0,Storm,11.100000000000001,57.47,26.89,21.97,Parade,0
T00987,Metro,Station_11,Station_33,12.0,Cloudy,24.95,53.54,17.02,1.93,Parade,0
T00988,Train,Station_14,Station_34,5.0,Clear,27.52,50.24,12.56,1.32,No Event,0
T00989,Metro,Station_39,Station_16,15.0,Rain,26.83,53.06,11.39,3.9,Parade,0
T00990,Train,Station_47,Station_44,3.0,Rain,18.5,60.88,21.03,12.83,Sports,0
T00991,Metro,Station_19,Station_40,-3.0,Cloudy,26.53,51.98,7.31,2.04,No Event,0
T00992,Train,Station_15,Station_18,-1.0,Clear,35.58,47.15,15.93,1.77,No Event,0
T00993,Metro,Station_28,Station_34,-6.0,Clear,18.49,54.78,7.19,1.65,No Event,0
T00994,Metro,Station_24,Station_25,-4.0,Cloudy,21.24,54.96,14.96,1.65,No Event,0
T00995,Bus,Station_8,Station_45,8.0,Fog,15.58,49.06,15.66,1.75,Parade,0
T00996,Bus,Station_43,Station_6,7.0,Fog,31.85,52.07,13.23,2.49,No Event,0
T00997,Metro,Station_9,Station_21,9.0,Clear,27.22,49.81,11.58,1.7,Protest,0
T00998,Metro,Station_47,Station_6,2.0,Fog,28.95,52.04,14.9,1.72,Protest,0
T00999,Tram,Station_33,Station_32,-7.0,Fog,19.4,42.98,9.52,1.59,No Event,0
T01000,Train,Station_33,Station_41,-3.0,Fog,29.73,60.67,11.8,1.67,No Event,0
T01001,Tram,Station_19,Station_48,8.0,Clear,25.24,59.89,13.81,1.97,Concert,0
T01002,Bus,Station_3,Station_43,-13.0,Fog,36.61,54.82,12.86,1.91,No Event,0
T01003,Bus,Station_10,Station_39,26.0,Rain,22.61,52.36,13.16,-0.06000000000000005,Concert,0
T01004,Bus,Station_40,Station_31,10.0,Snow,2.1499999999999986,40.02,13.51,16.07,No Event,0
T01005,Bus,Station_47,Station_42,-23.0,Clear,20.73,56.98,19.52,1.99,No Event,0
T01006,Metro,Station_42,Station_10,3.0,Cloudy,32.41,53.31,14.12,2.35,No Event,0
T01007,Bus,Station_1,Station_30,10.0,Fog,14.38,54.64,18.02,2.26,No Event,0
T01008,Metro,Station_29,Station_18,21.0,Storm,16.65,58.9,47.81,9.33,No Event,0
T01009,Metro,Station_50,Station_24,13.0,Clear,29.28,51.28,10.38,2.1,Parade,0
T01010,Bus,Station_34,Station_9,9.0,Cloudy,23.11,50.71,12.02,2.15,No Event,0
T01011,Bus,Station_13,Station_31,33.0,Snow,2.460000000000001,48.7,16.84,15.22,Festival,0
T01012,Train,Station_1,Station_15,22.0,Rain,18.93,51.78,19.26,4.02,Parade,1
T01013,Tram,Station_34,Station_4,7.0,Cloudy,25.43,59.0,9.99,2.69,Festival,1
T01014,Bus,Station_29,Station_40,3.0,Fog,32.02,50.39,15.82,2.56,No Event,1
T01015,Train,Station_48,Station_9,21.0,Storm,25.49,63.13,39.57,16.78,Sports,1
T01016,Train,Station_47,Station_45,-3.0,Fog,22.09,43.74,15.16,2.15,No Event,0
T01017,Tram,Station_13,Station_9,-5.0,Cloudy,19.4,38.12,10.99,1.63,No Event,0
T01018,Metro,Station_48,Station_26,9.0,Clear,24.36,52.34,17.04,1.6,Festival,0
T01019,Bus,Station_49,Station_4,7.0,Storm,2.8999999999999986,55.25,44.94,31.009999999999998,No Event,0
T01020,Tram,Station_29,Station_17,11.0,Storm,23.35,58.46,45.21,,Parade,0
T01021,Bus,Station_39,Station_16,-17.0,Cloudy,16.82,57.42,14.45,2.68,Concert,0
T01022,Train,Station_24,Station_15,0.0,Snow,11.14,40.26,,14.41,No Event,0
T01023,Train,Station_26,Station_35,7.0,Snow,14.690000000000001,49.81,14.44,16.02,No Event,0
T01024,Metro,Station_17,Station_5,0.0,Fog,27.31,56.27,12.74,1.18,Sports,0
T01025,Train,Station_7,Station_5,-4.0,Cloudy,15.71,61.25,15.77,2.04,No Event,0
T01026,Train,Station_13,Station_20,15.0,Storm,13.620000000000001,57.11,37.730000000000004,30.76,Sports,0
T01027,Tram,Station_5,Station_15,1.0,Cloudy,28.18,42.17,15.95,1.81,No Event,0
T01028,Bus,Station_26,Station_18,17.0,Storm,19.82,56.69,,17.12,No Event,0
T01029,Bus,Station_49,Station_47,6.0,Fog,24.68,48.67,20.15,1.37,No Event,0
T01030,Tram,Station_3,Station_2,-6.0,Clear,24.96,61.11,17.79,2.12,No Event,0
T01031,Metro,Station_7,Station_29,-3.0,Clear,34.35,48.73,16.22,2.02,No Event,0
T01032,Bus,Station_49,Station_13,11.0,Cloudy,20.41,52.64,12.57,2.28,No Event,0
T01033,Train,Station_39,Station_4,13.0,Storm,5.420000000000002,56.62,49.84,21.89,No Event,0
T01034,Bus,Station_1,Station_42,21.0,Clear,21.03,56.06,19.49,1.81,Sports,0
T01035,Train,Station_49,Station_45,20.0,Storm,24.95,46.77,33.42,24.14,Concert,0
T01036,Metro,Station_17,Station_10,-4.0,Fog,14.8,56.26,7.32,1.63,No Event,0
T01037,Tram,Station_43,Station_31,6.0,Cloudy,25.36,61.68,10.13,2.4,Concert,0
T01038,Bus,Station_25,Station_41,25.0,Storm,12.399999999999999,48.32,43.07,12.14,Concert,0
T01039,Tram,Station_3,Station_8,3.0,Cloudy,13.030000000000001,58.57,14.54,2.13,No Event,0
T01040,Bus,Station_15,Station_3,29.0,Storm,,55.3,43.86,29.59,No Event,0
T01041,Train,Station_29,Station_48,8.0,Snow,17.259999999999998,48.51,18.8,15.07,No Event,0
T01042,Tram,Station_43,Station_46,3.0,Snow,10.649999999999999,43.66,17.64,12.870000000000001,No Event,0
T01043,Bus,Station_32,Station_9,24.0,Storm,22.17,60.47,38.37,35.23,No Event,0
T01044,Train,Station_26,Station_30,3.0,Fog,19.09,59.45,13.23,1.9,No Event,0
T01045,Tram,Station_16,Station_11,3.0,Cloudy,25.92,62.38,21.4,1.87,No Event,0
T01046,Tram,Station_25,Station_35,13.0,Rain,19.08,63.05,23.67,-2.3899999999999997,Festival,0
T01047,Bus,Station_28,Station_37,23.0,Storm,24.229999999999997,54.93,55.370000000000005,15.39,No Event,0
T01048,Bus,Station_9,Station_42,27.0,Storm,18.0,48.59,37.57,31.39,Sports,0
T01049,Bus,Station_1,Station_13,7.0,Snow,14.11,52.33,22.68,13.83,Protest,0
T01050,Train,Station_29,Station_36,-3.0,Clear,28.49,54.06,19.99,1.9,No Event,0
T01051,Bus,Station_22,Station_13,20.0,Snow,20.21,50.43,7.79,15.28,Festival,0
T01052,Tram,Station_16,Station_12,-2.0,Cloudy,25.31,57.06,11.41,1.93,No Event,0
T01053,Tram,Station_41,Station_37,6.0,Snow,13.450000000000003,51.64,19.29,14.54,Festival,0
T01054,Bus,Station_44,Station_10,9.0,Rain,17.29,51.4,16.73,17.23,No Event,0
T01055,Bus,Station_41,Station_9,-14.0,Fog,14.25,54.34,15.45,2.49,No Event,0
T01056,Metro,Station_7,Station_7,6.0,Rain,24.57,60.37,15.77,5.18,Concert,0
T01057,Tram,Station_14,Station_2,6.0,Fog,19.66,41.35,10.96,1.53,Festival,0
T01058,Train,Station_29,Station_23,1.0,Rain,24.74,48.39,9.03,6.05,No Event,0
T01059,Metro,Station_19,Station_39,7.0,Snow,-2.8299999999999983,44.62,14.06,16.240000000000002,Sports,0
T01060,Bus,Station_19,Station_40,6.0,Rain,21.61,55.5,8.2,6.26,Sports,0
T01061,Bus,Station_2,Station_39,12.0,Snow,4.920000000000002,50.59,,14.82,No Event,0
T01062,Tram,Station_41,Station_21,7.0,Snow,6.59,56.23,19.26,,No Event,0
T01063,Bus,Station_45,Station_23,15.0,Cloudy,21.45,53.87,18.59,1.76,No Event,0
T01064,Train,Station_15,Station_29,9.0,Snow,5.25,49.6,13.49,15.3,No Event,0
T01065,Tram,Station_3,Station_14,2.0,Clear,33.88,46.39,12.98,1.78,Sports,0
T01066,Bus,Station_11,Station_26,24.0,Rain,11.09,52.48,10.37,0.1299999999999999,Festival,0
T01067,Tram,Station_46,Station_5,19.0,Storm,20.61,54.34,,18.88,Sports,0
T01068,Bus,Station_30,Station_31,25.0,Storm,6.649999999999999,56.7,43.44,33.7,Parade,1
T01069,Bus,Station_40,Station_25,14.0,Storm,13.16,53.28,45.93,26.33,No Event,1
T01070,Bus,Station_18,Station_31,12.0,Clear,29.26,48.93,15.62,1.88,No Event,1
T01071,Train,Station_48,Station_50,29.0,Snow,8.469999999999999,45.55,18.57,14.24,Festival,1
T01072,Train,Station_2,Station_20,11.0,Rain,19.29,49.16,21.98,-6.13,Festival,0
T01073,Tram,Station_32,Station_44,0.0,Fog,22.93,50.11,13.13,1.81,No Event,0
T01074,Bus,Station_8,Station_17,7.0,Fog,30.96,52.28,18.61,2.49,No Event,0
T01075,Bus,Station_22,Station_45,1.0,Cloudy,20.47,54.28,18.14,2.15,Protest,0
T01076,Train,Station_6,Station_2,2.0,Clear,29.0,50.27,17.34,2.33,No Event,0
T01077,Bus,Station_12,Station_25,-14.0,Rain,22.96,50.76,14.91,-0.41999999999999993,No Event,0
T01078,Train,Station_47,Station_13,36.0,Snow,2.4299999999999997,43.72,25.82,13.91,Concert,0
T01079,Bus,Station_40,Station_39,33.0,Storm,15.05,54.59,46.620000000000005,15.29,Parade,0
T01080,Tram,Station_36,Station_28,1.0,Clear,27.55,48.52,16.79,2.32,Sports,0
T01081,Bus,Station_15,Station_42,0.0,Clear,17.04,46.03,15.7,2.16,Sports,0
T01082,Bus,Station_28,Station_6,19.0,Rain,18.67,51.7,9.46,4.98,No Event,0
T01083,Metro,Station_49,Station_3,12.0,Snow,12.559999999999999,48.35,12.09,15.44,Concert,0
T01084,Train,Station_45,Station_35,-1.0,Cloudy,24.83,58.3,12.27,2.21,No Event,0
T01085,Bus,Station_18,Station_18,26.0,Snow,3.34,57.08,23.97,15.83,Parade,0
T01086,Bus,Station_2,Station_11,17.0,Cloudy,26.27,51.37,10.73,1.81,No Event,0
T01087,Metro,Station_13,Station_20,3.0,Cloudy,30.009999999999998,52.42,16.8,1.26,Concert,0
T01088,Metro,Station_45,Station_5,19.0,Storm,17.45,58.25,43.61,19.84,Festival,0
T01089,Train,Station_15,Station_19,8.0,Storm,8.21,57.63,41.980000000000004,23.08,No Event,0
T01090,Metro,Station_20,Station_22,4.0,Rain,20.92,53.4,11.43,11.11,Parade,0
T01091,Tram,Station_29,Station_19,4.0,Snow,6.879999999999999,52.04,11.34,14.57,No Event,0
T01092,Metro,Station_42,Station_47,-7.0,Cloudy,22.2,56.67,9.59,2.08,No Event,0
T01093,Tram,Station_29,Station_16,5.0,Rain,19.94,54.06,15.52,14.02,No Event,0
T01094,Train,Station_3,Station_24,6.0,Cloudy,28.24,54.42,14.59,1.95,Festival,0
T01095,Train,Station_19,Station_41,9.0,Clear,20.72,50.53,17.33,2.06,Festival,0
T01096,Train,Station_3,Station_4,-1.0,Fog,27.85,56.78,13.45,1.73,No Event,0
T01097,Train,Station_14,Station_15,-1.0,Fog,28.7,55.74,15.13,2.12,No Event,0
T01098,Train,Station_40,Station_25,5.0,Cloudy,20.88,48.12,17.57,1.82,Festival,0
T01099,Tram,Station_4,Station_44,-2.0,Rain,14.48,54.53,,3.16,No Event,0
T01100,Tram,Station_11,Station_35,27.0,Storm,5.77,49.14,54.91,29.39,Concert,0
T01101,Train,Station_31,Station_14,13.0,Snow,0.13000000000000078,53.6,14.9,15.370000000000001,Concert,0
T01102,Metro,Station_43,Station_49,1.0,Cloudy,,58.51,19.59,2.27,Festival,0
T01103,Bus,Station_32,Station_19,11.0,Cloudy,28.0,50.59,14.47,1.85,No Event,0
T01104,Train,Station_27,Station_38,11.0,Snow,9.7,51.08,7.74,14.83,No Event,0
T01105,Metro,Station_30,Station_36,25.0,Storm,23.96,51.23,48.89,14.57,Parade,0
T01106,Bus,Station_43,Station_7,27.0,Cloudy,22.89,55.35,,2.31,No Event,0
T01107,Train,Station_2,Station_30,-5.0,Clear,32.87,53.39,21.58,1.75,No Event,0
T01108,Train,Station_49,Station_19,14.0,Storm,11.489999999999998,48.28,43.7,21.55,No Event,1
T01109,Tram,Station_9,Station_49,19.0,Clear,,61.59,16.19,2.63,Parade,1
T01110,Bus,Station_28,Station_25,17.0,Fog,29.04,50.27,11.33,1.28,Sports,1
T01111,Bus,Station_31,Station_16,18.0,Snow,5.16,,7.97,15.86,No Event,1
T01112,Metro,Station_34,Station_47,20.0,Storm,2.6400000000000006,43.85,,18.73,Sports,0
T01113,Tram,Station_15,Station_40,11.0,Storm,16.96,56.07,48.14,5.6,No Event,0
T01114,Tram,Station_48,Station_8,14.0,Rain,10.92,52.97,18.33,16.43,Parade,0
T01115,Tram,Station_25,Station_18,3.0,Rain,21.28,59.56,13.7,9.05,No Event,0
T01116,Tram,Station_36,Station_28,8.0,Snow,-0.28000000000000114,42.58,16.69,14.95,Sports,0
T01117,Bus,Station_8,Station_16,22.0,Storm,2.5100000000000016,59.09,41.92,21.27,Concert,0
T01118,Bus,Station_9,Station_19,-3.0,Fog,19.72,53.27,10.98,2.17,No Event,0
T01119,Train,Station_37,Station_42,4.0,Cloudy,20.58,49.16,17.22,1.87,Festival,0
T01120,Train,Station_48,Station_17,7.0,Snow,-1.1600000000000001,49.52,21.15,16.02,No Event,0
T01121,Tram,Station_45,Station_45,17.0,Snow,1.2199999999999989,41.0,13.94,16.009999999999998,Concert,0
T01122,Tram,Station_39,Station_13,19.0,Rain,20.18,46.48,12.26,6.7,Sports,0
T01123,Tram,Station_32,Station_7,-5.0,Fog,16.58,52.92,17.88,1.88,Concert,0
T01124,Train,Station_17,Station_27,9.0,Snow,0.7199999999999989,51.5,,14.56,No Event,0
